category,quote,quote_speaker
تغییر و دگرگونی," هيچ اهرمي، نيرومندتر از هويت، در دگرگوني رفتار انساني نيست.",آنتوني رابينز
تغییر و دگرگونی," بايد پيوسته دگرگون شده، تجديد حيات كرده و جوان گرديم، در غير اين صورت، متعصب و سخت مي شويم.",گوته
تغییر و دگرگونی," گذشته را نمي تواني تغيير دهي، اما مي تواني از آن بياموزي.",اسپنسر جانسون
تغییر و دگرگونی," چون تحولي روي داد و بينش هنرمند بر اثر ظهور واسطه اي نوخاسته تغيير ماهيت داد، ديگر  هر واسطه ي هنري براي بيان آن بينش تازه مي تواند سودمند باشد.",اريك نيوتن
تغییر و دگرگونی," اگرچه تغيير براي رشد ضروري است، نبايد آن را با  تكامل  هم معني دانست.",اريك نيوتن
تغییر و دگرگونی," عشق، آن چيزي است كه  روح جهان  را وادار به دگرگوني و تكامل مي كند.",پائولو كوئيلو
تغییر و دگرگونی,"  وقتي چيزي در حال دگرگوني و تغيير است، هرچه در پيرامون آن است نيز دگرون مي شود.",پائولو كوئيلو
تغییر و دگرگونی," تنها كساني كه تغيير نمي كنند، آنهايي هستند كه نفس نمي كشند.",آنتوني رابينز
تندرستی," عادتهاي ما در منش، تندرستي و كمابيش، همه ي جنبه هاي زندگي مان تاثير مي گذارند.",دن رابي
تندرستی," هيچ ديدگاهي مهمتر از ديدگاهي كه خودتان در مورد خودتان داريد، در تندرستي و شادي شما كارساز نيست.",دنيس ويتلي
تندرستی," زود خوابيدن و زود بيدار شدن، انسان را تندرست، ثروتمند و خردمند مي كند.",بن فرانكلين
تندرستی," هر چه سرحال تر و تندرست تر باشيد، درك آن گونه از زندگي كه خواهانش هستيد و مي خواهيد برايتان پايدار بماند، آسان تر مي شود.",گيل ليندن فيلد
تندرستی," درد، پيامي است براي جنبش، تلاش و به دست آوردن نيازهايتان.",رابرت هلدن
تندرستی," تندرستي ما بيشتر به گونه ي زندگي و تكاپوي مان بستگي دارد، تا به سن و سال.",آنتوني رابينز
تندرستی, تا كسي شهامت و تندرستي را با خود نياورد به عرصه ي آزمايش پا نتواند گذاشت.,والت ويتمن
تندرستی," وقتي مي نويسم دردم را فراموش مي كنم، مانند كسي كه پيش از بهبود بيماري بتواند بهتر نفس بكشد.",فرناندو پسوا
تندرستی," انسان، حيواني بيمار است.",روسو
تندرستی," كمي تندرستي، هرازگاه نيك ترين دواي درد بيماران است.",نيچه
تندرستی," به ناراحتي ها (حتي دندان درد) مانند تجربه ي جالبي مي نگرم و از اينكه از تجربه ي تازه اي بيخبر نمانده ام، شادمانم. آسمان بالاي سر من به هر رنگي باشد، من براي هر گونه سرنوشتي آماده ام.",جين وبستر
تندرستی," در درون هر يك از ما توان سازگاري با تندرستي و بيماري، توانگري و فقر، آزادي و بردگي نهفته است. اين ما هستيم كه آنها را در سلطه داريم نه ديگران.",ريچارد باخ
تندرستی, تندرست آن كسي است كه فراموش كرد.,نيچه
تندرستی," بدبختي، گونه اي نقطه نظر است. كسي كه كارش فروش آسپيرين است از سر درد شما احساس خشنودي مي كند.",آنتوني رابينز
تندرستی," كلمه ها، تواناترين داروهايي هستند كه نوع بشر به كار برده است.",روديار كيپلينگ
تندرستی," سلامتي، زيربناي خوشبختي، قدرت و روحيه است.",بنجامين ديزرائيلي
تندرستی," افراد با هدف مادي در نيمه اول عمر، سلامتي خود را براي كسب ثروت از دست مي دهند و در نيمه دوم عمر، ثروت خود را براي كسب سلامتي از دست مي دهند.",كن بلانچارد
تندرستی," به انسان تندرستي و ثروت بدهيد، او هر دو را در جستحوي سعادت از دست خواهد داد.",پوشه
تندرستی, بدخو چنان به رنج اندر است كه از زندگاني و تندرستي و خواسته لذت نمي برد.,بزرگمهر
تندرستی," داروي خشم، خاموشي است.",سقراط
تندرستی, درست انديشيدن بزرگترين شكل رستگاري است و به تندرستي منجر مي شود.,كاترين پاندر
تندرستی," تندرستي، تاجي است بر سر انسان سالم، ولي هيچ كس جز يك بيمار، اين تاج را نمي بيند.",ضرب المثل مصري
تندرستی," اول تندرستي، دوم جمال، سوم مال و چهارم رفيق؛ اينها پله هاي نردبان سعادت است.",ساموئيد
تندرستی, دارايي با ارزش تر از تندرستي نمي شناسم.,اُرد بزرگ
تندرستی, حسد همچون مگس است كه همه جاي بدن سالم را رها مي كند و بر روي زخمهاي آن مي نشيند.,چايمن
توانایی," كساني كه خود را هميشه خوب و خوش احساس مي كنند، رفتارشان با ديگران بهتر است و به عنوان يك فرد   از توانايي هاي خود بيشتر بهره مي گيرند.",آنتونی رابینز
توانایی," بيشتر كاميابي من ناشي از اين باور است كه مي دانم توانايي انجام بسياري از كارها را دارم، هرچند كه آن كارها را پيش تر انجام نداده باشم.",آنتونی رابینز
توانایی, كسي وجود ندارد كه توانايي انجام بيش از آنچه مي انديشد را نداشته باشد.,هنری فورد
توانایی," براي تمام و كمال پذيرفتن نقش خودتان به عنوان شاگرد زندگي، بايستي، توانايي تكاپوي آسان از دانستن  به  ندانستن  را در خودتان بپرورانيد؛ كه به نوبه ي خود سبب بارها جابه جايي شما از استادي به شاگردي است.",شري كارتر اسكات
